current_delinquency_status,ever_30_plus_dpd_in_last_12m,casa_balance_to_emi_ratio_6m,customer_age,salary_to_emi,num_loans_all_product_category,length_of_relationship,max_delinquency_in_last_6m,outstanding_amt_to_gross_amt,family_size,years_of_service,event,casa_balance_to_emi_ratio_6m_g,customer_age_g,salary_to_emi_g,num_loans_all_product_category_g,length_of_relationship_g,outstanding_amt_to_gross_amt_g,family_size_g,years_of_service_g
Not Delinquent,Yes,0.154455329,22,0.405833602,9,73.21857529,>0,0.311384288,1,15,1,0.15-0.31,18-24,0-2.59,6+,9,<0.35429,1,12-17
Delinquent,No,0.041965799,27,3.821139782,3,12.16563162,0,0.368403076,5,6,1,0-0.15,25-27,2.59-4.94,3,3,0.35429-0.37779,>1,6-11
Delinquent,No,0.093727529,32,10.18974989,4,44.59691974,0,0.372034918,8,26,1,0-0.15,32-33,4.94+,4-5,4,0.35429-0.37779,>1,23+
Delinquent,Yes,0.516526629,33,12.80096741,5,147.7550187,0,0.399896895,4,19,1,0.49-0.74,32-33,4.94+,4-5,5,0.37779-0.78095,>1,18-22
Delinquent,No,0.10199587,33,11.87134347,5,22.25444006,0,0.525142857,2,15,1,0-0.15,32-33,4.94+,4-5,5,0.37779-0.78095,>1,12-17
Not Delinquent,Yes,0.048727318,41,0.640865256,5,158.6497981,>0,0.647497776,6,19,1,0-0.15,39-42,0-2.59,4-5,5,0.37779-0.78095,>1,18-22
Delinquent,No,4.837002122,28,2.49225316,2,84.24376389,>0,0.377413637,1,20,1,2.9-5.57,28-29,0-2.59,2,2,0.35429-0.37779,1,18-22
Delinquent,No,2.072909561,37,0.949751193,3,112.9140745,>0,0.124402653,1,4,1,1.73-2.9,37-38,0-2.59,3,3,<0.35429,1,1-5
Delinquent,No,0.899763798,46,10.14183152,4,134.6317461,>0,0.355777455,0,19,1,0.74-1.11,43+,4.94+,4-5,4,0.35429-0.37779,0,18-22
Delinquent,No,0.004269555,34,0.104342865,4,99.88903323,0,0.531412163,1,23,1,0-0.15,34-36,0-2.59,4-5,4,0.37779-0.78095,1,23+
Not Delinquent,Yes,1.233577377,29,2.563379604,4,109.2060708,>0,2.932169672,6,9,1,1.11-1.73,28-29,0-2.59,4-5,4,>0.78095,>1,6-11
Delinquent,No,2.620551575,23,3.158693688,14,140.0813407,>0,0.429547206,1,20,1,1.73-2.9,18-24,2.59-4.94,6+,14,0.37779-0.78095,1,18-22
Delinquent,No,0.149279042,31,2.084201712,1,122.0497543,0,3.582402608,9,12,1,0-0.15,30-31,0-2.59,1,1,>0.78095,>1,12-17
Delinquent,No,0.06159555,42,2.547783024,4,86.65333829,0,0.421886496,4,31,1,0-0.15,39-42,0-2.59,4-5,4,0.37779-0.78095,>1,23+
Delinquent,No,1.302004987,29,4.603471142,2,61.17503619,>0,10.62417388,2,14,1,1.11-1.73,28-29,2.59-4.94,2,2,>0.78095,>1,12-17
Delinquent,Yes,0.360733772,37,0.529798921,1,159.5397079,0,4.476457974,8,2,1,0.31-0.49,37-38,0-2.59,1,1,>0.78095,>1,1-5
Not Delinquent,Yes,0.195323957,20,2.112965436,1,50.67046054,>0,0.100191902,0,17,1,0.15-0.31,18-24,0-2.59,1,1,<0.35429,0,12-17
Delinquent,No,21.02524598,31,3.786386297,4,44.22975956,0,2.923929526,4,25,1,14.26+,30-31,2.59-4.94,4-5,4,>0.78095,>1,23+
Delinquent,No,2.569195914,26,4.376709883,3,92.59052131,>0,0.672685698,8,18,1,1.73-2.9,25-27,2.59-4.94,3,3,0.37779-0.78095,>1,18-22
Delinquent,Yes,0.577554852,41,0.155802743,2,1.297593356,0,0.025668273,7,27,1,0.49-0.74,39-42,0-2.59,2,2,<0.35429,>1,23+
Delinquent,Yes,16.83238043,25,1.186099558,5,45.4314689,0,0.180898216,2,6,1,14.26+,25-27,0-2.59,4-5,5,<0.35429,>1,6-11
Delinquent,No,0.464691233,30,4.212215394,2,156.1068279,>0,0.155013983,1,14,1,0.31-0.49,30-31,2.59-4.94,2,2,<0.35429,1,12-17
Delinquent,No,4.700754195,51,1.367623597,4,14.06100127,0,5.2061556,2,26,1,2.9-5.57,43+,0-2.59,4-5,4,>0.78095,>1,23+
Delinquent,No,1.90886603,25,0.967296051,15,157.4355827,>0,7.331890209,3,14,1,1.73-2.9,25-27,0-2.59,6+,15,>0.78095,>1,12-17
Delinquent,No,0.125906232,30,1.224748681,2,136.592365,0,0.241031646,2,2,1,0-0.15,30-31,0-2.59,2,2,<0.35429,>1,1-5
Delinquent,No,0.187025107,22,4.382596339,3,135.7420029,0,2.008821775,1,2,1,0.15-0.31,18-24,2.59-4.94,3,3,>0.78095,1,1-5
Not Delinquent,Yes,0.704278618,27,12.36380602,1,89.10807187,>0,6.596179605,2,11,1,0.49-0.74,25-27,4.94+,1,1,>0.78095,>1,6-11
Delinquent,No,2.809109311,35,3.105695454,4,111.0991707,>0,0.376418387,6,20,1,1.73-2.9,34-36,2.59-4.94,4-5,4,0.35429-0.37779,>1,18-22
Delinquent,Yes,2.526659848,26,4.09614217,2,20.18688031,0,0.749840648,4,12,1,1.73-2.9,25-27,2.59-4.94,2,2,0.37779-0.78095,>1,12-17
Delinquent,No,0.037103242,25,11.68761114,4,28.54904041,0,0.591721006,8,1,1,0-0.15,25-27,4.94+,4-5,4,0.37779-0.78095,>1,1-5
Delinquent,No,0.21553673,29,0.747714647,3,154.3286903,0,0.739176067,1,3,1,0.15-0.31,28-29,0-2.59,3,3,0.37779-0.78095,1,1-5
Delinquent,No,1.325583583,34,3.166290667,2,154.3220558,>0,0.361015717,6,18,1,1.11-1.73,34-36,2.59-4.94,2,2,0.35429-0.37779,>1,18-22
Delinquent,No,1.114964998,29,2.766648061,5,122.6331214,>0,0.361580531,9,13,1,1.11-1.73,28-29,2.59-4.94,4-5,5,0.35429-0.37779,>1,12-17
Delinquent,No,1.019834577,30,4.206705867,10,159.171528,0,7.605100494,2,6,1,0.74-1.11,30-31,2.59-4.94,6+,10,>0.78095,>1,6-11
Delinquent,Yes,0.974379923,30,13.84775041,4,51.22308419,0,0.482890352,5,30,1,0.74-1.11,30-31,4.94+,4-5,4,0.37779-0.78095,>1,23+
Delinquent,No,0.21079488,26,1.584430162,4,159.9365951,0,0.759104677,6,27,1,0.15-0.31,25-27,0-2.59,4-5,4,0.37779-0.78095,>1,23+
Not Delinquent,No,0.15032759,29,3.129011512,3,126.1141818,0,0.490237726,4,29,0,0.15-0.31,28-29,2.59-4.94,3,3,0.37779-0.78095,>1,23+
Not Delinquent,No,4.088351273,34,3.969545266,3,78.18210228,0,10.47406599,1,8,0,2.9-5.57,34-36,2.59-4.94,3,3,>0.78095,1,6-11
Not Delinquent,No,8.953423537,41,1.913643224,1,72.27582701,0,0.56058998,1,14,0,5.57-14.26,39-42,0-2.59,1,1,0.37779-0.78095,1,12-17
Not Delinquent,No,6.274598626,41,0.052343618,2,63.57054805,0,0.227642488,5,9,0,5.57-14.26,39-42,0-2.59,2,2,<0.35429,>1,6-11
Not Delinquent,No,12.58740924,46,13.60676382,2,122.3712972,0,0.25819328,1,2,0,5.57-14.26,43+,4.94+,2,2,<0.35429,1,1-5
Not Delinquent,No,0.61348898,32,8.552729821,1,17.56204298,0,0.461373066,8,14,0,0.49-0.74,32-33,4.94+,1,1,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.357145032,23,8.340109329,3,100.5553042,0,0.703098278,8,9,0,0.31-0.49,18-24,4.94+,3,3,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.58142431,46,2.232015905,2,72.80685037,0,2.879821319,8,4,0,0.49-0.74,43+,0-2.59,2,2,>0.78095,>1,1-5
Not Delinquent,No,1.016970173,51,0.907582654,3,155.1708621,0,0.36117733,4,14,0,0.74-1.11,43+,0-2.59,3,3,0.35429-0.37779,>1,12-17
Not Delinquent,No,0.406843557,28,4.93947298,2,153.6998799,0,6.717114777,6,14,0,0.31-0.49,28-29,2.59-4.94,2,2,>0.78095,>1,12-17
Not Delinquent,No,8.420222877,29,2.639972862,3,156.1307023,0,0.705862231,2,4,0,5.57-14.26,28-29,2.59-4.94,3,3,0.37779-0.78095,>1,1-5
Not Delinquent,Yes,2.986139403,40,1.900768466,2,43.11584615,0,0.102266934,3,1,0,2.9-5.57,39-42,0-2.59,2,2,<0.35429,>1,1-5
Not Delinquent,No,0.879036848,29,2.789532069,7,151.2166628,0,0.368442029,4,4,0,0.74-1.11,28-29,2.59-4.94,6+,7,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.090485304,27,1.186387855,4,45.31986583,>0,7.639389307,3,27,0,0-0.15,25-27,0-2.59,4-5,4,>0.78095,>1,23+
Not Delinquent,Yes,1.646135096,33,4.928228351,4,63.4818413,0,0.565087028,6,11,0,1.11-1.73,32-33,2.59-4.94,4-5,4,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.724863896,22,0.26215677,4,2.797223301,>0,0.573705105,1,19,0,0.49-0.74,18-24,0-2.59,4-5,4,0.37779-0.78095,1,18-22
Not Delinquent,No,0.372226966,38,0.861226841,3,104.5020792,0,0.125835614,1,19,0,0.31-0.49,37-38,0-2.59,3,3,<0.35429,1,18-22
Not Delinquent,No,20.45664267,38,9.321237436,2,152.486849,0,0.748378858,3,11,0,14.26+,37-38,4.94+,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,4.396342703,25,4.60372505,2,106.7471468,0,5.291041929,3,14,0,2.9-5.57,25-27,2.59-4.94,2,2,>0.78095,>1,12-17
Not Delinquent,No,19.15279649,35,10.43431375,3,139.4994522,0,0.527618017,1,5,0,14.26+,34-36,4.94+,3,3,0.37779-0.78095,1,1-5
Not Delinquent,Yes,0.350868269,23,0.540906987,5,72.38829391,0,8.181983579,2,9,0,0.31-0.49,18-24,0-2.59,4-5,5,>0.78095,>1,6-11
Not Delinquent,No,0.587804708,32,0.1977758,4,159.7894175,0,0.224679381,2,19,0,0.49-0.74,32-33,0-2.59,4-5,4,<0.35429,>1,18-22
Not Delinquent,No,9.594759171,26,2.505066734,3,81.52487343,0,0.085442828,2,9,0,5.57-14.26,25-27,0-2.59,3,3,<0.35429,>1,6-11
Not Delinquent,No,5.196311605,30,12.59269657,3,153.9952752,0,0.420216887,2,12,0,2.9-5.57,30-31,4.94+,3,3,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.141154906,45,4.784945066,4,157.2271371,0,0.355236593,6,30,0,0-0.15,43+,2.59-4.94,4-5,4,0.35429-0.37779,>1,23+
Not Delinquent,Yes,3.505420969,25,2.927962991,3,67.12514435,0,0.13000287,2,2,0,2.9-5.57,25-27,2.59-4.94,3,3,<0.35429,>1,1-5
Not Delinquent,No,0.415994642,36,9.491177455,1,33.58260799,0,8.923058094,4,15,0,0.31-0.49,34-36,4.94+,1,1,>0.78095,>1,12-17
Not Delinquent,No,2.373869318,39,4.932608082,4,71.27885845,0,0.191754736,10,30,0,1.73-2.9,39-42,2.59-4.94,4-5,4,<0.35429,>1,23+
Not Delinquent,No,0.5093909,41,3.456702923,1,71.03696103,0,0.741779609,0,6,0,0.49-0.74,39-42,2.59-4.94,1,1,0.37779-0.78095,0,6-11
Not Delinquent,No,4.162669548,44,5.885243493,4,153.5514911,0,0.516111874,3,16,0,2.9-5.57,43+,4.94+,4-5,4,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.488262261,29,0.200970702,4,68.45790425,0,0.505340865,5,18,0,0.31-0.49,28-29,0-2.59,4-5,4,0.37779-0.78095,>1,18-22
Not Delinquent,No,4.757672309,38,2.14606488,2,109.0620966,0,5.481149476,3,4,0,2.9-5.57,37-38,0-2.59,2,2,>0.78095,>1,1-5
Not Delinquent,No,3.929833042,29,3.334469966,2,71.68422142,0,0.126385828,4,16,0,2.9-5.57,28-29,2.59-4.94,2,2,<0.35429,>1,12-17
Not Delinquent,Yes,0.888486986,49,13.82250311,2,159.6778263,0,0.7604325,9,30,0,0.74-1.11,43+,4.94+,2,2,0.37779-0.78095,>1,23+
Not Delinquent,No,1.783296925,36,3.257377521,1,124.2465099,0,0.360599966,1,9,0,1.73-2.9,34-36,2.59-4.94,1,1,0.35429-0.37779,1,6-11
Not Delinquent,No,0.039628986,35,4.206807958,2,151.4515835,>0,0.007745533,1,12,0,0-0.15,34-36,2.59-4.94,2,2,<0.35429,1,12-17
Not Delinquent,No,0.82716943,28,2.102901382,2,133.0668803,0,0.14976601,5,10,0,0.74-1.11,28-29,0-2.59,2,2,<0.35429,>1,6-11
Not Delinquent,Yes,22.71424846,24,1.643937581,5,13.97189876,0,0.337669408,7,21,0,14.26+,18-24,0-2.59,4-5,5,<0.35429,>1,18-22
Not Delinquent,No,3.884302517,32,2.102493102,2,35.36080483,0,0.297863085,1,31,0,2.9-5.57,32-33,0-2.59,2,2,<0.35429,1,23+
Not Delinquent,No,0.575681257,21,2.430934937,3,37.98163846,0,0.451275513,1,12,0,0.49-0.74,18-24,0-2.59,3,3,0.37779-0.78095,1,12-17
Not Delinquent,No,0.873500838,41,14.41560876,2,43.62518883,0,4.726615442,6,5,0,0.74-1.11,39-42,4.94+,2,2,>0.78095,>1,1-5
Not Delinquent,No,0.467025385,37,3.013273134,3,84.27443154,0,0.358977056,2,10,0,0.31-0.49,37-38,2.59-4.94,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,No,13.633348,25,11.64872047,3,156.4002587,0,0.086883013,2,20,0,5.57-14.26,25-27,4.94+,3,3,<0.35429,>1,18-22
Not Delinquent,No,1.542086449,32,6.694540994,1,154.218481,0,0.581807823,1,21,0,1.11-1.73,32-33,4.94+,1,1,0.37779-0.78095,1,18-22
Not Delinquent,No,0.056385478,23,1.34013586,8,153.8920381,0,0.279506448,4,5,0,0-0.15,18-24,0-2.59,6+,8,<0.35429,>1,1-5
Not Delinquent,No,10.53572611,23,6.542741522,4,16.13274068,0,0.705625538,7,10,0,5.57-14.26,18-24,4.94+,4-5,4,0.37779-0.78095,>1,6-11
Not Delinquent,No,23.01416874,40,6.22173317,2,152.6530645,0,7.66153903,0,13,0,14.26+,39-42,4.94+,2,2,>0.78095,0,12-17
Not Delinquent,No,3.064947065,27,6.730750256,3,125.2976455,0,0.377012051,1,2,0,2.9-5.57,25-27,4.94+,3,3,0.35429-0.37779,1,1-5
Not Delinquent,No,0.285968436,36,8.219976972,3,109.4711446,0,9.022053073,1,9,0,0.15-0.31,34-36,4.94+,3,3,>0.78095,1,6-11
Not Delinquent,No,1.190733724,24,0.447058164,3,13.71000017,0,0.090640544,8,1,0,1.11-1.73,18-24,0-2.59,3,3,<0.35429,>1,1-5
Not Delinquent,No,0.975088918,35,3.724937936,4,110.5831721,0,0.375980527,6,7,0,0.74-1.11,34-36,2.59-4.94,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.643899704,21,10.08127521,4,51.05256972,0,0.300854191,4,8,0,0.49-0.74,18-24,4.94+,4-5,4,<0.35429,>1,6-11
Not Delinquent,No,13.39155685,23,2.810062428,2,75.78615923,0,0.325297664,8,29,0,5.57-14.26,18-24,2.59-4.94,2,2,<0.35429,>1,23+
Not Delinquent,No,20.07885256,41,5.44149999,4,16.84955861,0,0.367683468,3,17,0,14.26+,39-42,4.94+,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,No,0.264473006,22,1.512192723,4,158.2162295,0,0.056587292,6,21,0,0.15-0.31,18-24,0-2.59,4-5,4,<0.35429,>1,18-22
Not Delinquent,No,6.948143872,37,4.902850087,3,159.0719734,>0,0.374089534,11,13,0,5.57-14.26,37-38,2.59-4.94,3,3,0.35429-0.37779,>1,12-17
Not Delinquent,No,2.523647941,28,4.433907204,1,148.1491114,0,0.064176443,9,22,0,1.73-2.9,28-29,2.59-4.94,1,1,<0.35429,>1,18-22
Not Delinquent,No,9.925525542,35,4.345159768,5,107.0590639,0,0.410474646,10,19,0,5.57-14.26,34-36,2.59-4.94,4-5,5,0.37779-0.78095,>1,18-22
Not Delinquent,No,8.270489949,35,3.248774025,4,19.75089447,0,0.359297859,10,6,0,5.57-14.26,34-36,2.59-4.94,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,2.781233129,50,1.634707999,3,151.297161,0,0.355666005,9,13,0,1.73-2.9,43+,0-2.59,3,3,0.35429-0.37779,>1,12-17
Not Delinquent,No,1.404706097,30,0.164714447,3,158.456366,>0,0.369570172,3,1,0,1.11-1.73,30-31,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.015961312,44,6.481981754,3,70.20277027,>0,0.720311743,2,25,0,0-0.15,43+,4.94+,3,3,0.37779-0.78095,>1,23+
Not Delinquent,No,1.864771585,33,4.46571769,4,113.2108754,0,0.494880095,3,9,0,1.73-2.9,32-33,2.59-4.94,4-5,4,0.37779-0.78095,>1,6-11
Not Delinquent,No,4.994962651,22,5.539130216,4,13.92415674,0,7.844676553,2,29,0,2.9-5.57,18-24,4.94+,4-5,4,>0.78095,>1,23+
Not Delinquent,No,0.925104242,43,3.58840908,1,44.49456943,0,0.238475696,10,18,0,0.74-1.11,43+,2.59-4.94,1,1,<0.35429,>1,18-22
Not Delinquent,No,1.417851794,22,4.18523621,1,80.34697425,0,9.207132626,0,12,0,1.11-1.73,18-24,2.59-4.94,1,1,>0.78095,0,12-17
Not Delinquent,Yes,2.63815209,34,8.990980087,3,70.77900469,0,0.127016084,8,27,0,1.73-2.9,34-36,4.94+,3,3,<0.35429,>1,23+
Not Delinquent,No,0.667732679,26,2.074228885,3,144.9085785,0,0.363979554,1,1,0,0.49-0.74,25-27,0-2.59,3,3,0.35429-0.37779,1,1-5
Not Delinquent,No,10.35731728,52,9.350153016,2,125.2099324,0,0.646092043,2,9,0,5.57-14.26,43+,4.94+,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,Yes,2.257514251,40,1.581424561,2,63.88291086,0,0.506270166,2,30,0,1.73-2.9,39-42,0-2.59,2,2,0.37779-0.78095,>1,23+
Delinquent,No,0.814923385,31,0.730915495,5,158.7045937,0,0.312386703,2,1,0,0.74-1.11,30-31,0-2.59,4-5,5,<0.35429,>1,1-5
Not Delinquent,No,1.058543612,19,2.680513403,3,102.9716571,0,5.856336825,1,3,0,0.74-1.11,18-24,2.59-4.94,3,3,>0.78095,1,1-5
Not Delinquent,No,9.378160845,35,4.788972511,1,154.0946037,>0,0.39960742,3,18,0,5.57-14.26,34-36,2.59-4.94,1,1,0.37779-0.78095,>1,18-22
Not Delinquent,No,7.855121026,32,5.883782114,1,2.69789393,0,0.775473003,11,17,0,5.57-14.26,32-33,4.94+,1,1,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.204160782,36,12.92938787,2,143.9916267,0,0.058183564,7,18,0,0.15-0.31,34-36,4.94+,2,2,<0.35429,>1,18-22
Not Delinquent,No,16.26907757,35,4.596525054,4,10.51777347,0,0.265291631,2,5,0,14.26+,34-36,2.59-4.94,4-5,4,<0.35429,>1,1-5
Not Delinquent,No,0.937748975,53,2.578987811,3,156.8314126,0,0.364482466,7,5,0,0.74-1.11,43+,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.022800173,38,4.806096821,3,4.282269176,0,7.432191821,10,13,0,0-0.15,37-38,2.59-4.94,3,3,>0.78095,>1,12-17
Not Delinquent,No,1.506830754,33,14.06137988,2,25.3531672,0,2.595386261,9,32,0,1.11-1.73,32-33,4.94+,2,2,>0.78095,>1,23+
Not Delinquent,No,0.349075452,22,3.787579489,2,33.65708178,0,0.473541851,3,19,0,0.31-0.49,18-24,2.59-4.94,2,2,0.37779-0.78095,>1,18-22
Not Delinquent,No,2.637924348,39,1.96441092,3,12.42960522,0,0.513063714,2,21,0,1.73-2.9,39-42,0-2.59,3,3,0.37779-0.78095,>1,18-22
Not Delinquent,No,4.447126483,47,5.58166276,4,109.7041065,0,0.527494492,11,3,0,2.9-5.57,43+,4.94+,4-5,4,0.37779-0.78095,>1,1-5
Not Delinquent,Yes,0.315977852,32,7.326005248,1,59.05478769,0,9.183490345,2,9,0,0.31-0.49,32-33,4.94+,1,1,>0.78095,>1,6-11
Not Delinquent,No,1.079927177,47,12.38713788,1,148.2807844,0,0.376434949,5,3,0,0.74-1.11,43+,4.94+,1,1,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.761722902,39,0.576462903,2,70.04595601,0,0.498819599,2,4,0,0.74-1.11,39-42,0-2.59,2,2,0.37779-0.78095,>1,1-5
Not Delinquent,No,2.595863345,30,4.593737249,4,145.7149742,>0,0.261653576,1,10,0,1.73-2.9,30-31,2.59-4.94,4-5,4,<0.35429,1,6-11
Not Delinquent,No,6.171444019,37,3.579065334,8,23.76666053,0,0.376331692,5,4,0,5.57-14.26,37-38,2.59-4.94,6+,8,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.428409166,33,4.888304815,4,54.11644215,0,6.894178456,6,7,0,0.31-0.49,32-33,2.59-4.94,4-5,4,>0.78095,>1,6-11
Not Delinquent,No,2.535563538,32,0.500173664,2,139.8152761,0,0.088284415,2,1,0,1.73-2.9,32-33,0-2.59,2,2,<0.35429,>1,1-5
Not Delinquent,No,0.788518001,33,12.62420753,4,153.4476126,0,0.01629022,7,9,0,0.74-1.11,32-33,4.94+,4-5,4,<0.35429,>1,6-11
Not Delinquent,No,3.381572594,37,3.303241634,3,136.2483461,0,0.183342542,2,28,0,2.9-5.57,37-38,2.59-4.94,3,3,<0.35429,>1,23+
Not Delinquent,No,5.643615868,40,10.8342056,2,158.0920195,0,0.303358946,4,17,0,5.57-14.26,39-42,4.94+,2,2,<0.35429,>1,12-17
Not Delinquent,No,0.5012949,38,4.632786437,2,61.45241465,0,0.040131372,2,2,0,0.49-0.74,37-38,2.59-4.94,2,2,<0.35429,>1,1-5
Not Delinquent,No,0.531452209,19,1.058493348,3,1.756666707,0,0.385904339,1,32,0,0.49-0.74,18-24,0-2.59,3,3,0.37779-0.78095,1,23+
Not Delinquent,Yes,0.663911293,31,1.973320206,1,72.76325075,0,0.550403683,7,28,0,0.49-0.74,30-31,0-2.59,1,1,0.37779-0.78095,>1,23+
Not Delinquent,No,10.07844874,28,4.091029674,2,3.46626312,0,0.362648162,0,24,0,5.57-14.26,28-29,2.59-4.94,2,2,0.35429-0.37779,0,23+
Not Delinquent,No,1.674707197,37,0.242313142,4,151.8239405,0,7.472475859,7,29,0,1.11-1.73,37-38,0-2.59,4-5,4,>0.78095,>1,23+
Delinquent,No,0.820002278,53,4.916232441,2,96.15671953,0,0.454369418,6,7,0,0.74-1.11,43+,2.59-4.94,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.536636366,31,11.72286885,16,159.3456258,0,10.16132451,4,19,0,0.49-0.74,30-31,4.94+,6+,16,>0.78095,>1,18-22
Not Delinquent,No,10.88816885,50,1.374745168,3,110.3918907,0,0.549241167,1,12,0,5.57-14.26,43+,0-2.59,3,3,0.37779-0.78095,1,12-17
Not Delinquent,No,0.416550307,24,0.081095063,4,98.47182518,0,3.667927923,1,4,0,0.31-0.49,18-24,0-2.59,4-5,4,>0.78095,1,1-5
Not Delinquent,No,3.562010605,32,7.793124781,2,1.502983818,0,0.357671226,3,4,0,2.9-5.57,32-33,4.94+,2,2,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.964233251,32,2.713244782,10,42.12446905,>0,3.812948332,6,3,0,0.74-1.11,32-33,2.59-4.94,6+,10,>0.78095,>1,1-5
Not Delinquent,No,0.614080066,28,3.185103972,1,34.00194281,0,0.356611693,1,8,0,0.49-0.74,28-29,2.59-4.94,1,1,0.35429-0.37779,1,6-11
Not Delinquent,No,1.430927814,38,0.748607009,4,152.808286,0,0.376685003,1,31,0,1.11-1.73,37-38,0-2.59,4-5,4,0.35429-0.37779,1,23+
Not Delinquent,No,9.469034375,41,0.318655051,1,121.1385188,0,0.163835425,2,10,0,5.57-14.26,39-42,0-2.59,1,1,<0.35429,>1,6-11
Not Delinquent,No,1.686861507,47,14.04100031,3,50.13861445,0,0.599453376,6,22,0,1.11-1.73,43+,4.94+,3,3,0.37779-0.78095,>1,18-22
Not Delinquent,No,0.488062707,35,3.761514893,1,32.51351833,0,0.617820567,5,1,0,0.31-0.49,34-36,2.59-4.94,1,1,0.37779-0.78095,>1,1-5
Not Delinquent,Yes,8.428176667,27,4.935163996,2,110.5195993,0,0.665522027,1,21,0,5.57-14.26,25-27,2.59-4.94,2,2,0.37779-0.78095,1,18-22
Not Delinquent,No,0.355207245,26,1.320297671,3,81.35275267,>0,0.338584836,7,4,0,0.31-0.49,25-27,0-2.59,3,3,<0.35429,>1,1-5
Not Delinquent,No,19.67428378,26,0.175411489,2,77.88811832,0,0.357041346,2,11,0,14.26+,25-27,0-2.59,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,4.250974627,28,3.923112381,4,159.8115491,0,0.356038928,5,23,0,2.9-5.57,28-29,2.59-4.94,4-5,4,0.35429-0.37779,>1,23+
Not Delinquent,No,1.637295105,36,4.495722054,4,18.11879905,0,3.377875568,1,16,0,1.11-1.73,34-36,2.59-4.94,4-5,4,>0.78095,1,12-17
Not Delinquent,No,0.899470818,26,11.26499995,3,83.66762172,>0,0.232759892,5,7,0,0.74-1.11,25-27,4.94+,3,3,<0.35429,>1,6-11
Not Delinquent,Yes,17.61273995,29,3.770311515,1,82.58682743,0,6.497395967,7,13,0,14.26+,28-29,2.59-4.94,1,1,>0.78095,>1,12-17
Not Delinquent,No,13.36608588,31,3.420846001,3,61.3355821,0,0.358096127,2,2,0,5.57-14.26,30-31,2.59-4.94,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.075250745,26,14.19984606,5,104.0376843,>0,2.071351835,1,13,0,0-0.15,25-27,4.94+,4-5,5,>0.78095,1,12-17
Not Delinquent,Yes,2.045184317,26,0.059655019,1,101.9048405,0,0.447270827,2,7,0,1.73-2.9,25-27,0-2.59,1,1,0.37779-0.78095,>1,6-11
Not Delinquent,No,1.99576478,31,2.806103736,4,152.6632086,0,0.375960954,5,19,0,1.73-2.9,30-31,2.59-4.94,4-5,4,0.35429-0.37779,>1,18-22
Not Delinquent,No,0.820680278,29,9.923002386,2,68.54853108,0,0.231749574,8,15,0,0.74-1.11,28-29,4.94+,2,2,<0.35429,>1,12-17
Not Delinquent,No,11.31130151,28,2.381207126,9,85.9592035,0,0.35728508,2,2,0,5.57-14.26,28-29,0-2.59,6+,9,0.35429-0.37779,>1,1-5
Not Delinquent,No,3.35069338,33,12.68893066,2,159.0236377,0,0.773325696,8,28,0,2.9-5.57,32-33,4.94+,2,2,0.37779-0.78095,>1,23+
Not Delinquent,No,1.426484146,26,3.419488916,2,74.97843213,0,0.375718617,3,4,0,1.11-1.73,25-27,2.59-4.94,2,2,0.35429-0.37779,>1,1-5
Not Delinquent,No,12.43393961,29,2.385047188,4,147.8639343,0,0.582809048,10,4,0,5.57-14.26,28-29,0-2.59,4-5,4,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.365601848,22,0.487395283,2,151.2260408,0,0.360732784,1,13,0,0.31-0.49,18-24,0-2.59,2,2,0.35429-0.37779,1,12-17
Not Delinquent,No,0.001488232,43,0.629035472,4,56.18625603,0,0.533751029,0,10,0,0-0.15,43+,0-2.59,4-5,4,0.37779-0.78095,0,6-11
Not Delinquent,No,2.150879191,31,2.731639815,3,92.29723596,0,0.060982927,9,22,0,1.73-2.9,30-31,2.59-4.94,3,3,<0.35429,>1,18-22
Not Delinquent,No,0.639631678,39,0.389578109,4,74.94296323,0,0.258513014,4,9,0,0.49-0.74,39-42,0-2.59,4-5,4,<0.35429,>1,6-11
Not Delinquent,No,2.257638618,30,1.793950961,4,151.5542909,>0,0.155588321,2,3,0,1.73-2.9,30-31,0-2.59,4-5,4,<0.35429,>1,1-5
