S_NUM,account_type,age,customer_relation_time_months,avg_time_cr_tx_60_days,total_cr_amt_30_days,num_unq_rx_90_days,ratio_cr_30to90_days,education,income,num_cards,Target_IBAN_Dig_acc,fraud_flag
383,companies,49,217,73,6349,0,0.313060569,High School,35336,1,Y,0
384,individual,33,117,73,46184,1,0.549520484,Graduate,14017,1,N,0
385,govt,50,234,50,2501,1,0.224215428,Graduate,7441,1,Y,0
386,companies,31,40,31,40849,2,0.557705047,Graduate,2957,1,Y,0
387,individual,28,31,35,34100,0,0.247201102,Graduate,9704,1,Y,0
388,govt,19,126,29,625964,3,0.364589978,Graduate,49193,2,Y,0
389,individual,32,74,24,44053,2,0.411415325,High School,42098,2,Y,0
390,companies,23,142,73,23412,4,0.287178637,Graduate,33035,1,N,0
391,companies,53,122,11,42349,0,0.12792335,Graduate,1135,1,Y,0
392,companies,39,20,73,1788,0,0.26883719,Post Graduate,11149,1,N,0
393,govt,27,47,18,25164,0,0.35856253,Graduate,27278,1,Y,0
394,individual,40,22,36,34003,2,0.243902978,Post Graduate,196,1,N,0
395,companies,42,161,73,21045,1,0.501603312,Graduate,25565,1,N,0
396,individual,15,54,12,9551,3,0.489338439,Graduate,16241,1,Y,0
397,individual,47,138,73,34464,0,0.223298331,Graduate,496,1,N,0
398,individual,26,91,24,33642,1,0.251092475,Graduate,30640,1,Y,0
399,govt,27,49,73,16462,1,0.802559645,Graduate,89686,1,Y,0
400,companies,15,98,28,28368,1,0.292102586,Graduate,41755,2,N,0
401,companies,60,31,73,35643,1,0.082093103,Graduate,23738,2,N,0
402,companies,30,27,28,15876,0,0.639003155,Graduate,5309,1,N,0
403,companies,53,46,73,19848,2,0.412284594,Graduate,5785,1,Y,0
404,individual,26,186,24,15696,1,0.633420021,Graduate,6924,1,Y,0
405,companies,28,142,73,13378,2,0.333013995,Graduate,14341,1,N,0
406,companies,33,199,47,27199,0,0.341877111,Graduate,26057,1,Y,0
407,companies,45,31,47,6922,1,0.370289859,High School,39848,1,Y,0
408,individual,41,198,73,20410,3,0.42607788,Graduate,2301,1,N,0
409,individual,34,231,32,3764,2,0.424057361,High School,32707,1,N,0
410,companies,28,146,49,44406,2,0.14405547,Graduate,26546,1,N,0
411,individual,15,46,61,21180,1,0.665411262,Graduate,25294,1,Y,0
412,govt,80,67,73,43102,5,0.443922823,Graduate,11811,1,N,0
413,individual,21,120,73,3885,0,0.203651709,Graduate,2120,1,N,0
414,individual,25,45,45,83371,1,0.311873276,Graduate,24910,1,N,0
415,govt,32,110,26,5243,0,0.211741847,Graduate,28421,1,N,0
416,govt,55,130,21,24031,0,0.930406515,Graduate,3667,1,N,0
417,individual,29,26,59,40583,3,0.300840936,High School,25540,1,N,0
418,individual,66,120,73,35005,1,0.293928804,Graduate,8216,1,Y,0
419,companies,74,216,24,41989,0,0.142675187,Graduate,1198,1,N,0
420,companies,41,239,22,29343,0,0.420252061,Graduate,18809,1,N,0
421,govt,36,31,36,41991,1,0.382476463,Graduate,33639,1,N,0
422,individual,33,148,21,8551,1,0.350633405,High School,28814,1,N,0
423,companies,28,55,31,9082,2,0.443209014,High School,1503,1,N,0
424,companies,17,172,25,31742,0,0.490191936,Graduate,13481,1,N,0
425,govt,20,182,49,39768,3,0.147787573,High School,46445,1,N,0
426,companies,18,14,73,29518,1,0.385832426,Graduate,31169,1,N,0
427,govt,35,64,73,18349,3,0.287613319,Graduate,33864,2,Y,0
428,companies,42,187,40,38887,1,0.357346666,Graduate,22918,1,N,0
429,govt,41,26,73,23984,0,0.395635599,Graduate,1810,1,N,0
430,individual,22,147,73,11163,1,0.550615981,High School,24192,1,N,0
431,individual,42,54,73,29389,2,0.794988632,Graduate,16169,1,N,0
432,companies,15,169,54,14802,0,0.576663072,Graduate,23263,1,Y,0
433,individual,34,156,73,28090,1,0.570758261,Graduate,28014,1,Y,0
434,govt,16,72,73,22668,1,0.483943835,High School,19833,1,N,0
435,govt,15,110,73,23670,0,0.212808311,Graduate,21410,1,N,0
436,companies,17,22,73,38461,0,0.26726151,High School,8082,1,N,0
437,govt,47,32,43,46470,0,0.115951463,Graduate,10712,1,N,0
438,individual,40,113,32,8346,0,0.351277439,Graduate,31904,1,N,0
439,govt,28,193,23,27789,1,0.495720978,Graduate,21965,1,N,0
440,companies,54,170,16,63412,0,0.21412363,Graduate,29776,1,N,0
441,individual,29,158,13,45452,2,0.35108353,Graduate,9634,1,N,0
442,companies,39,154,40,21782,0,0.425390784,High School,34916,1,Y,0
443,individual,20,176,10,27299,2,0.38785409,Graduate,33316,1,N,0
444,govt,29,120,18,25475,0,0.594401274,Graduate,12582,1,Y,0
445,individual,44,83,73,36361,1,0.388188024,Graduate,2355,1,Y,0
446,individual,24,195,73,13634,2,0.232092721,Graduate,9395,1,Y,0
447,govt,43,162,58,11566,1,0.31236283,Graduate,733,1,N,0
448,govt,35,50,73,19984,0,0.568178762,Graduate,2580,1,N,0
449,govt,27,7,15,38946,2,0.451471017,Graduate,39561,1,N,0
450,individual,19,112,73,42314,0,0.357193879,High School,8070,1,Y,0
451,companies,18,146,73,38346,2,0.528360295,High School,7029,1,Y,0
452,companies,41,84,12,36630,1,0.132033722,Graduate,20908,1,N,0
453,govt,71,142,11,44916,1,0.231465648,Graduate,19324,1,N,0
454,companies,32,29,17,41265,6,0.471879691,Graduate,15598,1,N,0
455,govt,34,45,37,91146,0,0.239097429,Graduate,17921,1,N,0
456,companies,24,79,73,17010,0,0.32245059,High School,39607,1,N,0
457,companies,20,143,8,36081,2,0.303657359,High School,17315,1,N,0
458,individual,29,151,22,34849,0,0.729672117,High School,21012,1,N,0
459,companies,34,128,28,15979,0,0.589843494,Graduate,31262,1,N,0
460,companies,51,139,3,46992,2,0.458131587,Graduate,2662,1,N,0
461,companies,29,140,23,35354,0,0.616654008,Post Graduate,17374,1,N,0
462,companies,52,115,73,10566,0,0.460853621,High School,32390,1,Y,0
463,companies,39,191,73,16933,1,0.661191318,High School,25400,1,N,0
464,companies,18,32,73,30508,1,0.19633542,High School,10658,1,Y,0
465,companies,30,28,39,3742,3,0.339624782,Graduate,30092,1,N,0
466,companies,81,12,60,84,0,0.464558888,Graduate,7979,1,N,0
467,companies,67,25,73,65856,0,0.274556922,Graduate,1577,1,Y,0
468,govt,28,109,14,35983,2,0.345517905,Graduate,4969,1,N,0
469,individual,48,171,19,1154,0,0.442190894,High School,42859,1,N,0
470,companies,35,127,33,38432,1,0.306776977,Graduate,17512,1,Y,0
471,companies,27,201,23,29169,1,0.228826405,High School,10222,1,N,0
472,companies,23,117,26,99215,1,0.25202622,Graduate,8269,1,Y,0
473,companies,50,206,26,42218,2,0.355170165,Graduate,43703,1,N,0
474,companies,49,29,0,23354,0,0.350724692,Graduate,4323,1,Y,0
475,companies,55,43,3,15843,1,0.296830102,Graduate,7035,1,Y,0
476,companies,38,134,73,49597,2,0.476469674,Graduate,18518,1,Y,0
477,individual,41,156,10,21787,0,0.25179784,High School,13710,1,Y,0
478,companies,47,22,22,24623,0,0.414547749,Graduate,22005,1,N,0
479,govt,38,193,73,18264,0,0.3801365,Graduate,10642,1,Y,0
480,govt,65,151,12,177264,0,0.288030981,High School,29531,1,Y,0
481,individual,39,12,73,24953,1,0.991304198,Graduate,25886,1,N,0
482,govt,38,153,15,49655,2,0.28519016,Graduate,44374,1,N,0
483,companies,46,108,0,1455,0,0.712850453,Graduate,10916,1,N,0
484,companies,34,113,24,11804,1,0.19469843,Post Graduate,1192,2,Y,0
485,companies,38,29,73,7124,0,0.190153098,Post Graduate,9059,1,N,0
486,companies,50,175,73,18976,1,0.907256462,Graduate,28508,1,Y,0
487,govt,51,26,73,4618,0,0.467752767,Graduate,8740,1,Y,0
488,companies,23,76,40,24648,1,0.304129278,Graduate,4989,1,Y,0
489,companies,38,79,27,34360,2,0.180271853,Graduate,9422,1,N,0
490,companies,19,153,40,12399,1,0.320217253,Graduate,39846,1,Y,0
491,companies,34,33,22,7963,0,0.299041553,Graduate,24368,1,Y,0
492,individual,33,13,23,17395,3,0.48287633,Graduate,5761,1,N,0
493,govt,17,228,22,20557,4,0.975312157,High School,766,1,Y,0
494,individual,51,28,73,9587,0,0.39860985,Graduate,4085,1,N,0
495,individual,39,35,2,14960,0,0.553944701,Graduate,10266,1,N,0
496,individual,57,46,73,49380,2,0.786337588,Graduate,16981,1,N,0
497,individual,30,154,27,17205,3,0.760491029,Graduate,4203,1,N,0
498,govt,27,103,58,18627,2,0.093254168,Graduate,7411,1,N,0
499,companies,32,190,73,6186,2,0.350566403,Graduate,2507,1,Y,0
500,govt,73,40,73,10184,0,0.290073689,High School,26855,1,Y,0
501,individual,20,214,20,11387,0,0.148571662,Graduate,44662,1,N,0
502,govt,25,7,73,39542,0,0.41714463,Graduate,8275,1,Y,0
503,individual,26,44,73,33230,1,0.343454661,Graduate,7939,1,N,0
504,individual,39,155,73,47319,0,0.376035402,Graduate,9348,1,Y,0
505,individual,60,223,23,21140,0,0.333100559,Graduate,23304,1,Y,0
506,govt,22,172,62,49235,4,0.37226676,Graduate,31443,1,Y,0
507,govt,27,121,73,38491,2,0.435965854,Graduate,3861,1,N,0
508,govt,43,116,17,17783,1,0.218879782,Post Graduate,5564,1,N,0
509,individual,24,14,73,9287,6,0.650836797,Graduate,16515,1,N,0
510,companies,36,64,73,26010,1,0.362735733,Graduate,15594,1,N,0
511,companies,40,26,7,3539,0,0.305770657,Graduate,12902,1,N,0
512,companies,38,21,43,13565,1,0.283313612,Graduate,1780,1,N,0
513,individual,25,108,73,43427,1,0.42758808,High School,57,1,N,0
514,individual,40,216,23,18328,0,0.39655971,Graduate,4643,1,N,0
515,individual,62,24,73,25693,1,0.228156283,Graduate,8717,1,Y,0
516,govt,25,26,73,24239,0,0.458326669,Graduate,24808,1,N,0
517,companies,35,119,22,6814,8,0.25671668,Graduate,46731,1,N,0
518,companies,30,220,63,20285,0,0.503786197,Graduate,48976,1,Y,0
519,govt,50,181,73,39258,1,0.216280057,Graduate,15345,1,Y,0
520,individual,53,112,28,12174,1,0.580003891,Graduate,3737,1,Y,0
521,companies,18,51,38,20866,1,0.423017589,High School,11372,1,N,0
522,govt,54,81,65,28643,2,0.13816652,High School,25804,1,N,0
523,individual,51,199,60,57310,1,0.343390349,Graduate,8842,1,Y,0
524,govt,37,122,46,8477,1,0.719718227,Graduate,4374,1,N,0
525,companies,29,182,73,13112,0,0.295328418,High School,21664,1,Y,0
526,individual,52,125,73,14763,0,0.293921703,Graduate,5164,1,Y,0
527,govt,31,148,73,12138,1,0.430604201,Graduate,5723,1,N,0
528,govt,84,21,0,26711,2,0.181039192,Graduate,20299,1,N,0
529,govt,48,0,1,44084,1,0.221957787,Graduate,85112,1,N,0
530,companies,16,21,18,22268,0,0.23338305,Graduate,43549,1,Y,0
531,companies,15,34,9,32052,0,0.128006275,High School,1271,3,Y,0
532,individual,38,142,62,30636,0,0.439535266,Graduate,9835,1,N,0
533,companies,19,213,73,180153,1,0.225345313,Graduate,46602,1,N,0
534,govt,50,217,31,10303,3,0.462839582,Graduate,31948,1,Y,0
535,govt,38,239,37,325019,0,0.589829193,Graduate,15343,1,Y,0
536,govt,29,224,26,7951,0,0.455548789,Graduate,3370,1,N,0
537,govt,70,142,44,10976,0,0.518130033,Graduate,5599,1,Y,0
538,individual,42,32,73,22763,1,0.480849496,Graduate,29588,1,Y,0
539,individual,30,197,73,16758,1,0.298325752,Graduate,50085,1,Y,0
540,individual,24,22,42,36345,0,0.930662986,Graduate,36008,1,N,0
541,companies,33,110,73,37060,0,0.285743698,High School,27674,2,N,0
542,govt,25,145,55,14625,1,0.666091875,Post Graduate,4890,1,Y,0
543,companies,70,116,73,49797,2,0.520586846,Graduate,46992,1,N,0
544,govt,43,185,73,32998,0,0.393555677,High School,48890,1,Y,0
545,individual,46,169,73,153608,1,0.98729824,Graduate,5943,2,Y,0
546,govt,41,21,2,19028,2,0.367956601,Graduate,13040,2,Y,0
547,individual,33,29,43,16051,2,0.277551998,Graduate,1365,1,Y,0
548,companies,18,161,73,29685,0,0.414436426,High School,9642,1,N,0
549,companies,37,9,29,41653,2,0.465031183,Graduate,34759,1,Y,0
550,individual,44,203,58,28118,0,0.328180288,Post Graduate,15200,1,N,0
551,companies,18,173,73,34682,1,0.530025942,High School,19830,1,Y,0
552,individual,32,61,73,25916,0,0.318851994,Graduate,9509,1,N,0
553,govt,24,26,68,16828,1,0.181130554,Graduate,732,1,N,0
554,govt,41,176,73,13971,0,0.314752586,High School,10893,1,Y,0
555,companies,44,210,73,20148,0,0.59021742,Post Graduate,14510,1,Y,0
556,individual,42,42,49,5027,2,0.896730816,High School,21663,1,Y,0
557,govt,20,156,64,22476,0,0.350176876,High School,89564,1,Y,0
558,govt,23,20,73,19912,1,0.45847582,Graduate,1373,1,N,0
559,companies,29,56,73,43383,0,0.155366309,Graduate,3031,2,Y,0
560,govt,34,65,63,27564,0,0.26429348,Graduate,19496,1,Y,0
561,govt,26,120,23,12286,1,0.346510349,Graduate,11087,1,N,0
562,companies,32,12,73,43437,0,0.218891427,High School,15746,1,Y,0
563,individual,55,141,70,21018,0,0.37153948,Graduate,3458,1,N,0
564,govt,38,34,31,38555,1,0.351873762,Graduate,9983,1,N,0
565,govt,50,200,8,38856,0,0.422140581,Graduate,2979,1,N,0
566,individual,75,201,27,43289,0,0.29246124,Graduate,42696,1,N,0
567,govt,40,26,73,45485,1,0.221315383,Graduate,5674,1,N,0
568,govt,45,202,73,49375,0,0.428519659,Graduate,37661,2,N,0
569,govt,44,36,73,38355,0,0.20213159,Graduate,1640,1,N,0
570,individual,39,163,55,8562,0,0.263233294,Graduate,6828,1,Y,0
571,companies,43,111,52,67361,1,0.644373054,High School,21430,1,N,0
572,govt,36,91,32,16950,0,0.428486635,Graduate,4174,1,N,0
573,companies,35,183,33,24361,0,0.923519529,High School,2001,1,N,0
574,govt,30,195,16,18409,0,0.55864551,High School,27958,1,N,0
575,companies,61,181,58,33877,1,0.246419779,Graduate,36038,1,N,0
576,govt,52,143,47,6008,0,0.374166556,High School,17,1,N,0
577,companies,70,176,14,50650,1,0.205046647,High School,32135,1,N,0
578,govt,71,111,25,44898,0,0.543999575,High School,35249,1,Y,0
579,govt,25,18,73,136591,3,0.317465445,Graduate,43169,1,N,0
580,govt,26,70,16,29213,1,0.37361631,Graduate,33210,1,Y,0
581,individual,35,120,73,26278,2,0.632502468,Graduate,2909,1,Y,0
582,individual,15,12,18,10456,1,0.105575374,High School,5828,1,N,0
583,companies,22,192,22,37747,0,0.328236454,Graduate,1933,1,N,0
584,companies,21,19,27,33102,0,0.421887125,Graduate,3804,1,N,0
585,individual,16,43,16,8705,1,0.286436795,High School,4741,1,N,0
586,individual,33,14,73,26433,0,0.093719661,Graduate,16049,1,Y,0
587,individual,28,94,6,35916,0,0.255126411,Graduate,35775,1,N,0
588,companies,23,205,24,4423,1,0.296902327,Graduate,2742,1,N,0
589,govt,41,61,49,30066,1,0.260086495,High School,19073,1,N,0
590,govt,25,109,73,74024,0,0.212273639,Graduate,22671,1,N,0
591,companies,22,114,24,9316,1,0.322337323,Graduate,42302,1,Y,0
592,individual,33,233,73,34298,1,0.334147644,Graduate,10503,1,N,0
593,govt,54,183,73,1700,0,0.371006092,High School,23382,1,N,0
594,govt,24,179,12,44106,1,0.223676315,Post Graduate,6071,1,N,0
595,companies,24,209,32,16398,0,0.328205778,Graduate,4350,1,N,0
596,govt,41,96,73,18659,1,0.259268002,Graduate,2805,1,N,0
597,individual,51,76,3,47679,0,0.858210833,Post Graduate,11860,1,Y,0
598,govt,27,37,71,42782,1,0.251746449,Graduate,4730,1,Y,0
599,individual,34,34,73,96471,1,0.521336362,High School,21686,1,N,0
600,individual,39,72,53,39929,0,0.382134409,Graduate,13480,1,N,0
601,govt,38,132,26,48679,0,0.099715859,High School,1863,1,N,0
602,govt,47,162,43,8961,2,0.362310486,Graduate,4503,1,N,0
603,individual,20,30,1,668,2,0.332192068,High School,1552,1,N,0
604,companies,30,120,73,41253,2,0.230671656,Graduate,4672,1,Y,0
605,govt,40,180,59,10893,0,0.260619948,High School,46180,1,Y,0
606,companies,28,104,54,12072,0,0.102554373,Graduate,33930,1,N,0
607,govt,54,238,18,8154,0,0.220528216,Graduate,56311,1,N,0
608,individual,49,35,73,39128,0,0.018912643,Post Graduate,1451,1,Y,0
609,govt,20,228,73,25407,2,0.256864171,High School,19271,1,N,0
610,individual,25,12,73,15640,3,0.347664147,Graduate,24775,2,Y,0
611,individual,43,131,13,39812,1,0.341599399,High School,9624,1,N,0
612,govt,24,96,54,36759,2,0.24218076,Graduate,1058,1,Y,0
613,companies,25,161,18,29385,3,0.92843232,High School,22443,1,Y,0
614,individual,44,137,61,13711,0,0.250879657,High School,20574,1,Y,0
615,govt,53,111,65,30785,1,0.352872294,Graduate,11597,1,N,0
616,individual,22,48,73,16641,0,0.352113581,Graduate,27971,1,Y,0
617,individual,25,184,17,9720,1,0.371105919,Graduate,26545,1,N,0
618,individual,17,26,73,12290,0,0.243212927,High School,2428,1,N,0
619,govt,47,213,16,31294,0,0.200441079,Graduate,550,1,N,0
620,companies,26,19,42,40359,1,0.246019001,Graduate,18393,1,N,0
621,individual,17,160,14,39535,0,0.205367567,Graduate,89513,1,Y,0
622,individual,27,47,73,12947,12,0.387302024,Graduate,368,1,N,0
623,govt,51,216,25,39793,4,0.139301744,Graduate,4978,1,N,0
624,govt,26,11,73,46373,0,0.478749695,Post Graduate,8131,4,N,0
625,companies,15,119,73,4895,0,0.276194426,High School,8404,1,N,0
626,companies,43,93,44,31093,2,0.437039703,High School,38754,1,N,0
627,individual,36,234,21,99868,2,0.389111769,Graduate,24477,1,N,0
628,individual,35,16,73,46849,3,0.481764677,Graduate,17550,1,Y,0
629,companies,28,195,32,7684,0,0.38090603,Graduate,5629,1,Y,0
630,individual,45,154,12,48349,5,0.748293134,Post Graduate,11866,1,N,0
631,govt,37,1,73,39102,1,0.519987744,Graduate,14624,1,N,0
632,govt,37,224,9,20623,1,0.710603885,Post Graduate,7786,1,N,0
633,companies,39,202,38,7785,2,0.376173592,Graduate,28839,1,N,0
634,companies,29,150,73,28845,2,0.97728969,Graduate,20172,1,N,0
635,individual,31,21,4,19452,0,0.26370984,Post Graduate,11808,1,N,0
636,companies,50,75,73,27495,3,0.330545658,Graduate,1299,1,Y,0
637,govt,19,21,33,24767,5,0.307878832,High School,18911,1,N,0
638,companies,33,210,73,36924,0,0.30879991,Graduate,5400,1,Y,0
639,govt,27,22,73,38497,0,0.263493165,Graduate,6021,1,N,0
640,companies,37,16,14,47921,1,0.37532586,Graduate,8603,1,Y,0
641,companies,31,203,33,32237,2,0.257347279,Graduate,24822,1,Y,0
642,companies,48,13,48,41187,0,0.996734029,Post Graduate,1318,1,N,0
643,individual,33,201,0,19584,3,0.974289185,Graduate,18387,1,N,0
644,companies,31,13,11,31931,2,0.269055909,Graduate,6206,1,Y,0
645,companies,26,117,57,48154,1,0.463310029,Graduate,22642,1,N,0
646,companies,32,172,0,5764,0,0.547017346,Post Graduate,4041,1,N,0
647,govt,41,156,73,49820,0,0.263430516,Graduate,82814,1,N,0
648,govt,53,221,73,44592,2,0.298884786,Graduate,7373,1,N,0
649,govt,32,141,73,3805,1,0.440946845,Graduate,47948,1,Y,0
650,companies,26,35,42,39254,1,0.279094472,Graduate,36545,3,N,0
651,individual,33,226,20,20208,1,0.344500058,Graduate,779,1,Y,0
652,govt,18,112,73,18570,0,0.37633353,High School,3107,2,N,0
653,govt,58,207,69,19567,0,0.251352528,High School,45737,1,Y,0
654,govt,31,35,73,24174,3,0.541587906,High School,36547,1,N,0
655,govt,34,99,16,99274,5,0.184896708,High School,6110,1,N,0
656,individual,38,233,25,14071,0,0.363502791,Graduate,44445,2,Y,0
657,individual,39,15,40,13068,2,0.47477491,Post Graduate,14922,1,Y,0
658,individual,28,15,66,18662,1,0.39387052,High School,34261,1,N,0
659,govt,42,79,73,45544,0,0.338185497,Graduate,47807,2,N,0
660,govt,79,40,2,46983,2,0.317174933,Graduate,6379,1,Y,0
661,companies,34,218,20,36004,2,0.188020366,High School,42804,1,N,0
662,govt,52,133,43,5853,0,0.570362323,Graduate,35360,2,N,0
663,individual,27,78,73,29811,0,0.156985158,Graduate,264,1,N,0
664,companies,31,45,73,26601,2,0.344532948,Graduate,7962,1,N,0
665,individual,18,72,73,14504,0,0.418496557,Graduate,31203,1,Y,0
666,individual,37,123,0,44255,2,0.479263883,Graduate,1589,1,N,0
667,govt,26,45,55,28431,1,0.233754416,Graduate,8539,1,Y,0
668,individual,23,176,26,7870,0,0.480819577,Graduate,49653,1,Y,0
669,govt,34,54,73,43634,3,0.379065738,High School,21552,1,N,0
670,individual,50,85,26,20745,1,0.985969354,Graduate,15201,1,N,0
671,govt,33,23,73,18357,2,0.391520145,High School,49826,1,Y,0
672,govt,39,34,16,35130,6,0.308941482,Graduate,37489,1,Y,0
673,companies,31,185,73,119520,1,0.210799912,Graduate,16797,1,Y,0
674,individual,26,119,73,27838,0,0.630245063,Graduate,63976,1,N,0
675,individual,27,164,36,41560,0,0.273525348,Graduate,21009,1,N,0
676,govt,20,46,73,24349,0,0.372960959,High School,5867,1,N,0
677,govt,23,152,73,17139,1,0.536791683,High School,51512,4,Y,0
678,companies,40,87,13,45314,0,0.451258556,High School,91954,1,N,0
679,individual,25,3,19,2399,0,0.312065797,Graduate,1958,1,Y,0
680,companies,21,135,66,26298,1,0.381085926,Graduate,6260,3,N,0
681,individual,18,156,73,26515,6,0.450120164,High School,18850,3,Y,0
682,govt,23,229,73,37827,0,0.256637497,Graduate,426,1,N,0
683,companies,53,126,56,44661,0,0.530432735,Graduate,2560,1,N,0
684,govt,70,139,68,47793,2,0.381000731,Graduate,18751,1,Y,0
685,individual,33,224,35,7231,0,0.691603603,High School,35747,1,N,0
686,companies,56,149,23,27181,1,0.38721599,Graduate,40976,1,Y,0
687,individual,20,63,26,22616,1,0.031630443,High School,15377,1,N,0
688,individual,16,38,30,34794,4,0.143010811,Graduate,43745,2,N,0
689,individual,44,34,54,19990,0,0.460568552,Graduate,31882,1,N,0
690,govt,38,147,1,57119,0,0.531963933,High School,53565,1,N,0
691,companies,46,184,73,16338,0,0.770396712,Graduate,41150,1,Y,0
692,companies,31,171,23,44737,1,0.341724352,Graduate,16395,3,Y,0
693,govt,25,114,46,84990,2,0.291484999,Graduate,42846,2,Y,0
694,companies,25,33,73,13349,0,0.254624005,Graduate,26910,1,N,0
