id,tgt_1,int_rate,num_tl_90g_dpd_24m,emp_length,dti,home_ownership,loan_amnt,LOR,FICO_Change,annual_inc,Occupation_group,product_group,loc_group,Occupation,product,location
65754855,0,18.99,0,10+ years,31,OWN,35000,296,15,85000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ34,Prod3,loc382
65756417,0,18.2,0,8 years,23.07,RENT,35000,523,60,97500,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc257
65757023,0,11.22,0,2 years,14.4,RENT,6000,54,15,25000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc732
65762746,0,13.67,0,3 years,18.6,OWN,20000,196,-10,50000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc230
65762771,0,9.17,0,6 years,25.62,MORTGAGE,12000,109,105,40000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ17,Prod2,loc581
65763587,0,11.99,0,N/A,22.28,MORTGAGE,13000,321,-40,51000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ4,Prod3,loc695
65764827,0,16.99,0,9 years,33.76,RENT,20000,221,135,46000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc300
65765760,0,10.64,0,1 year,21.65,RENT,28000,420,-55,105000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc241
65765919,0,5.32,0,10+ years,11.11,MORTGAGE,11100,600,-10,102000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod3,loc331
65771653,0,13.67,0,3 years,33.99,OWN,4800,222,40,93600,high_tgt_occ,high_tgt_prd,high_tgt_loc,Occ21,Prod9,loc421
65771729,0,11.22,0,8 years,22.1,MORTGAGE,21000,289,170,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ48,Prod3,loc222
65773097,0,8.38,0,7 years,22.27,RENT,5600,134,25,26400,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc654
65774834,0,13.67,0,1 year,32.55,MORTGAGE,16000,172,-10,65000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ10,Prod3,loc291
65775385,0,9.17,0,1 year,20.42,MORTGAGE,10000,226,40,32500,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ4,Prod3,loc692
65776541,0,11.99,0,10+ years,22.36,MORTGAGE,24000,387,155,70000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ44,Prod4,loc189
65777289,0,7.89,0,10+ years,14.96,MORTGAGE,18000,291,-45,82000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc718
65777596,0,13.67,0,10+ years,11.79,MORTGAGE,28000,181,60,127000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ34,Prod4,loc380
65781538,0,8.38,0,5 years,28.82,RENT,13000,134,5,58500,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ37,Prod1,loc135
65781767,0,11.99,0,2 years,7.51,RENT,12000,54,0,39000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc647
65782031,0,15.41,0,10+ years,20.88,OWN,27000,208,-105,65400,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ24,Prod2,loc345
65782345,0,16.55,0,7 years,14.39,RENT,13000,224,-5,85000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ5,Prod3,loc743
65783539,0,8.38,0,10+ years,17.44,OWN,1200,144,-45,45000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ17,Prod9,loc581
65784103,0,6.89,0,5 years,11.96,OWN,7200,372,-10,28000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ17,Prod3,loc585
65786466,0,13.67,0,4 years,35.77,OWN,7350,112,20,50000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ37,Prod9,loc125
65786625,0,13.67,1,10+ years,8.65,MORTGAGE,30000,230,150,100000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ37,Prod4,loc165
65791687,0,13.18,0,1 year,9.86,MORTGAGE,35000,290,-30,160000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ22,Prod4,loc459
65793170,0,10.64,0,8 years,26.64,MORTGAGE,12000,168,0,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ23,Prod2,loc521
65793795,0,13.67,0,10+ years,12.65,MORTGAGE,6000,275,-35,60000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod4,loc744
65793979,0,14.48,0,< 1 year,12.05,RENT,12000,98,-10,46000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod11,loc496
65796258,0,10.64,0,9 years,21.54,RENT,15000,269,95,55000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc735
65796375,0,5.32,0,5 years,22.87,RENT,15000,134,70,60000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ30,Prod2,loc54
65796915,0,8.38,0,4 years,18.47,MORTGAGE,6600,136,-65,85920,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc768
65801224,0,11.99,0,3 years,26.1,MORTGAGE,20000,230,-55,64000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ34,Prod3,loc370
65805334,0,11.99,0,10+ years,21.1,MORTGAGE,13200,140,-20,55000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc371
65807280,0,9.76,0,7 years,11.18,MORTGAGE,26400,288,-95,142000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod2,loc399
65807596,0,11.22,0,3 years,12.17,MORTGAGE,35000,168,-35,275000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc300
65812121,0,5.32,0,4 years,23.49,MORTGAGE,15000,253,-30,89000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc280
65813602,0,7.89,0,< 1 year,4.7,RENT,7500,89,0,47000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod2,loc305
65816378,0,8.38,0,3 years,21.06,MORTGAGE,24000,209,-25,105000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc765
65817232,0,11.22,0,< 1 year,14.82,RENT,14000,209,20,40000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod2,loc59
65817349,0,6.89,0,10+ years,6.01,MORTGAGE,25000,128,-70,55000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod3,loc412
65817739,0,8.38,0,7 years,17.22,MORTGAGE,13000,211,-40,73396,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ41,Prod4,loc326
65822281,0,17.57,0,10+ years,12.5,MORTGAGE,35000,237,-70,131000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod4,loc732
65822999,0,13.67,0,< 1 year,27.37,MORTGAGE,13200,156,15,67000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc492
65824172,0,11.99,0,2 years,32.17,RENT,5000,83,-45,25000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc763
65824890,0,6.89,0,2 years,14.92,RENT,3500,306,115,85000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ30,Prod3,loc54
65826168,0,17.86,0,5 years,36.95,MORTGAGE,12625,234,85,48000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ10,Prod4,loc279
65826325,0,6.89,0,1 year,20.13,RENT,28000,187,15,135000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc288
65831249,0,14.48,0,4 years,11.2,RENT,20000,90,-25,90000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ10,Prod3,loc287
65832872,0,8.38,0,5 years,10.55,MORTGAGE,26400,191,-35,122000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc232
65835455,0,11.99,1,2 years,23.7,MORTGAGE,10100,97,-20,35000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ4,Prod2,loc690
65835884,0,12.59,1,10+ years,29.18,OWN,7000,128,75,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod3,loc315
65836177,0,9.76,0,10+ years,11.23,MORTGAGE,7200,242,110,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc210
65836855,0,11.22,0,9 years,23.51,MORTGAGE,25000,255,25,110000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc165
65843678,0,14.48,3,1 year,10.54,RENT,25000,393,-30,75600,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc278
65845053,0,11.99,0,3 years,11.35,MORTGAGE,35000,231,35,129560,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ5,Prod3,loc740
65845119,0,13.67,0,N/A,34.53,MORTGAGE,10900,267,-5,26000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod2,loc229
65845289,0,9.76,0,10+ years,4.51,MORTGAGE,14000,216,90,100000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ28,Prod3,loc561
65854757,0,13.18,0,< 1 year,23.79,MORTGAGE,35000,238,145,90000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ23,Prod3,loc528
65855115,0,17.57,0,10+ years,17.92,RENT,18025,220,130,60000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc612
65855211,0,11.99,0,1 year,17.2,RENT,10400,101,95,52800,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc87
65855371,0,16.55,0,3 years,37.04,OWN,13800,176,75,30000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ20,Prod3,loc35
65855757,0,18.2,0,< 1 year,35.29,MORTGAGE,15725,225,210,59000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc201
65864348,0,9.76,0,10+ years,25.94,MORTGAGE,21000,142,70,60000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ10,Prod4,loc279
65865941,0,9.76,0,< 1 year,17.18,OWN,18400,172,-50,40000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc88
65874282,0,16.99,0,10+ years,28.62,MORTGAGE,4575,179,210,38869,high_tgt_occ,high_tgt_prd,low_tgt_loc,Occ39,Prod9,loc247
65874437,0,13.67,0,10+ years,12.24,MORTGAGE,10500,195,90,50000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ22,Prod11,loc464
65874591,0,10.64,0,N/A,25.86,MORTGAGE,10000,131,110,53000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod2,loc303
65875206,0,13.67,0,< 1 year,23.42,RENT,19975,135,155,85000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod11,loc89
65875334,0,5.32,0,10+ years,17.57,MORTGAGE,5000,182,20,86000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod2,loc234
65875367,0,13.67,0,10+ years,18.74,RENT,19200,118,0,85000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc732
65875876,0,9.17,0,4 years,19.37,RENT,10000,59,-15,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc89
65876684,0,9.76,0,10+ years,20.06,MORTGAGE,6000,211,5,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ29,Prod3,loc21
65884638,0,9.17,0,7 years,16.45,RENT,9000,279,-15,90000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc75
65885386,0,13.18,0,< 1 year,9.8,RENT,4300,40,15,12000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc242
65885680,0,12.59,0,5 years,17.92,MORTGAGE,14400,140,-15,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod2,loc172
65886588,0,11.22,0,10+ years,18.18,RENT,18000,206,-35,100000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod3,loc60
65894341,0,7.26,0,10+ years,7.93,MORTGAGE,9600,84,25,96000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ26,Prod7,loc241
65895732,0,20.99,1,10+ years,24.55,OWN,25100,137,-5,67500,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc277
65895783,0,17.86,0,4 years,13.37,RENT,21000,104,-30,150000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod6,loc75
65895914,0,20.99,0,2 years,8.82,RENT,19350,109,10,63000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod6,loc492
65896233,0,13.67,0,10+ years,14.46,MORTGAGE,28000,363,-10,132000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc152
65896238,0,5.32,0,2 years,10.89,MORTGAGE,15000,329,10,195000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc624
65896291,0,13.67,0,4 years,24.97,RENT,11200,132,-85,35000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc634
65905027,0,12.59,0,4 years,15.93,RENT,7200,56,30,48000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc747
65905512,0,8.38,0,3 years,29.84,MORTGAGE,14000,132,25,50000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc293
65906775,0,18.49,0,1 year,34.49,RENT,10400,189,-55,26000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ31,Prod3,loc707
65906985,0,10.64,0,3 years,28.69,OWN,8000,184,90,63000,medium_tgt_occ,high_tgt_prd,high_tgt_loc,Occ42,Prod9,loc622
65914647,0,14.48,0,1 year,33.73,RENT,11675,136,30,45000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ22,Prod9,loc456
65914661,0,11.22,0,10+ years,17.63,MORTGAGE,22000,220,40,100000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ9,Prod3,loc169
65914694,0,7.26,0,10+ years,30.86,MORTGAGE,12000,276,-40,75000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ47,Prod3,loc439
65915920,0,18.99,0,10+ years,34.65,OWN,21100,279,-20,48000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc617
65915958,0,10.64,0,7 years,27.59,MORTGAGE,28000,202,15,90000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ18,Prod2,loc12
65916431,0,9.17,0,3 years,19.51,RENT,10600,173,0,35000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ36,Prod2,loc778
65924413,0,9.76,0,4 years,7.28,RENT,6000,45,45,45000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod3,loc419
65924737,0,14.48,0,4 years,18.42,MORTGAGE,16000,110,40,72000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ37,Prod3,loc162
65924739,0,16.99,0,9 years,33.48,MORTGAGE,18000,116,-10,56000,medium_tgt_occ,high_tgt_prd,high_tgt_loc,Occ42,Prod9,loc659
65925366,0,9.17,0,10+ years,16.17,RENT,4500,118,10,36000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc288
65925412,0,7.89,0,5 years,23.59,MORTGAGE,16800,355,5,73000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod3,loc330
65925644,0,7.26,0,10+ years,11.05,MORTGAGE,8300,185,-10,34000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod2,loc264
65925885,0,9.76,0,10+ years,24.93,MORTGAGE,23675,148,35,68000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ18,Prod2,loc1
65926251,0,7.89,0,2 years,18.72,RENT,12000,137,0,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod3,loc660
65934312,0,9.17,0,2 years,14.84,MORTGAGE,15600,154,-35,125000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc239
65944836,0,15.41,0,2 years,7.26,RENT,20000,124,135,107000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc614
65945350,0,10.64,0,< 1 year,0.67,RENT,13000,143,-10,52000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ42,Prod1,loc612
65945447,0,10.64,0,< 1 year,25.2,MORTGAGE,1600,135,55,30000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ34,Prod3,loc382
65945822,0,10.64,0,9 years,11.18,MORTGAGE,30800,100,40,70000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ10,Prod3,loc287
65946450,0,16.55,0,10+ years,15.86,MORTGAGE,11950,219,-65,140000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ17,Prod3,loc575
65946718,0,8.38,0,8 years,25.5,RENT,5600,134,-25,75000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ6,Prod4,loc668
65954203,0,9.76,0,10+ years,13.68,MORTGAGE,16000,392,-50,90610,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod3,loc92
65955625,0,11.99,0,10+ years,20.43,RENT,16000,204,-25,63000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc390
65955832,0,12.59,0,2 years,17.32,MORTGAGE,3200,186,-10,46000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc769
65956209,0,9.17,1,9 years,23.38,MORTGAGE,4000,309,-30,50000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod6,loc404
65956239,0,9.76,1,9 years,11.72,RENT,15000,166,165,73220,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ36,Prod2,loc779
65956371,0,21.99,0,10+ years,27.83,MORTGAGE,26500,156,-30,79000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ3,Prod4,loc597
65956904,0,13.67,0,4 years,29.44,MORTGAGE,16625,218,100,47000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ34,Prod3,loc398
65964286,0,11.99,0,8 years,2.43,OWN,24000,159,-80,88000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc752
65964570,0,15.41,0,< 1 year,20.82,MORTGAGE,30000,154,-65,110000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc196
65964710,0,10.64,0,5 years,29.38,MORTGAGE,21600,182,-35,116253,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ18,Prod3,loc12
65964716,0,17.86,0,1 year,16.22,MORTGAGE,11200,136,80,70000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc390
65966377,0,17.57,0,10+ years,19.33,RENT,6675,211,55,38000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc302
65966481,0,9.76,0,2 years,31.48,MORTGAGE,12000,97,-5,49500,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod2,loc660
65967111,0,9.76,0,< 1 year,12.88,RENT,10000,81,-50,50000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod3,loc434
65975176,0,7.89,0,7 years,20.17,RENT,7000,219,145,52000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod2,loc388
65976282,0,9.76,0,N/A,9.48,RENT,7000,393,85,38000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ10,Prod2,loc290
65976311,0,7.26,0,2 years,24.12,RENT,6000,204,0,70000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ4,Prod2,loc697
65976337,0,11.22,0,10+ years,18.49,OWN,21000,183,20,100000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod2,loc189
65976650,0,6.89,0,1 year,9.23,RENT,8500,129,-25,36000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ46,Prod2,loc786
65976951,0,6.24,0,10+ years,11.81,RENT,5000,198,5,75000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc631
65984446,0,7.26,0,2 years,11.74,MORTGAGE,24000,155,25,145000,medium_tgt_occ,med_tg_prd,med_tgt_loc,Occ13,Prod4,loc492
65984654,0,6.89,0,4 years,22.09,MORTGAGE,29000,113,15,90000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod2,loc402
65985055,0,7.26,0,10+ years,33.58,RENT,12000,190,105,50000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ32,Prod3,loc711
65985247,0,6.24,0,3 years,14.93,OWN,25000,109,-80,185000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc293
65985467,0,11.99,0,< 1 year,13.99,RENT,10000,42,-45,35000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc86
65985780,0,6.24,0,8 years,18.85,RENT,12500,208,-25,110000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc167
65985931,0,9.76,0,9 years,35.36,MORTGAGE,7500,235,10,49920,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod2,loc406
65986138,0,13.67,0,10+ years,27.7,MORTGAGE,24000,282,55,100000,high_tgt_occ,high_tgt_prd,low_tgt_loc,Occ39,Prod9,loc251
65986715,0,5.32,0,4 years,26.74,RENT,5500,137,-45,39000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ4,Prod2,loc692
65986742,0,16.99,4,3 years,14.31,OWN,19800,120,175,55000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc627
66005038,0,11.99,0,10+ years,5.71,MORTGAGE,10000,146,35,46000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ46,Prod3,loc787
66006073,0,9.17,0,1 year,19.84,RENT,9600,84,-50,38000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod2,loc321
66006312,0,11.99,0,N/A,25.35,OWN,12000,252,195,43000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ5,Prod2,loc743
66006696,0,14.48,0,1 year,22.08,RENT,20000,193,130,90000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod2,loc240
66006875,0,11.22,0,6 years,26.31,RENT,16800,182,70,50000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc741
66015241,0,12.59,0,3 years,12.73,MORTGAGE,18000,149,45,130000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc265
66015792,0,11.22,0,10+ years,18.3,MORTGAGE,12000,185,-10,52000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod3,loc67
66016491,0,11.22,1,3 years,19.81,MORTGAGE,18000,301,5,96000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc280
66016668,0,11.99,0,3 years,27.84,MORTGAGE,20000,147,50,91800,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc237
66016772,0,18.49,0,< 1 year,29.86,MORTGAGE,16000,163,-10,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc186
66024113,0,5.32,0,< 1 year,6.33,MORTGAGE,25000,143,-5,97000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc492
66024347,0,6,0,N/A,32.3,RENT,13675,104,5,36000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ35,Prod2,loc610
66024594,0,7.89,0,8 years,1.6,RENT,1000,183,-20,69000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ33,Prod9,loc87
66025645,0,16.55,0,10+ years,35.26,OWN,17000,160,-60,42000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc237
66026256,0,8.38,1,10+ years,20.18,MORTGAGE,14000,324,-10,70000,medium_tgt_occ,med_tg_prd,high_tgt_loc,Occ16,Prod4,loc350
66026262,0,15.41,0,2 years,17.91,RENT,10000,233,5,27000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ42,Prod3,loc646
66026794,0,11.99,0,6 years,8.53,MORTGAGE,12000,177,-40,75000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ42,Prod7,loc612
66035136,0,10.64,0,1 year,30.43,RENT,21000,141,-25,75000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ11,Prod3,loc271
66035846,0,15.41,0,1 year,10.27,OWN,21000,69,145,115000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ5,Prod9,loc757
66035866,0,7.26,0,< 1 year,25.54,MORTGAGE,16000,230,50,75000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ47,Prod3,loc440
66036487,0,7.26,0,5 years,15.35,MORTGAGE,20000,131,-90,90000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod3,loc323
66036621,0,10.64,0,7 years,18.07,MORTGAGE,25650,337,-75,200000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod3,loc665
66045887,0,14.48,0,2 years,19.91,MORTGAGE,9000,181,30,80000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc773
66046392,0,11.22,0,6 years,31.37,RENT,25500,198,5,97000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc393
66046478,0,8.38,0,1 year,3.63,RENT,8400,176,-10,78000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod2,loc496
66047372,0,5.32,0,7 years,28.82,RENT,26000,267,20,100000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc188
66054211,0,12.59,0,10+ years,11.63,RENT,16000,135,-65,80000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ49,Prod6,loc677
66054720,0,10.64,0,10+ years,11.85,MORTGAGE,24000,215,-55,72000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ13,Prod2,loc495
66054933,0,5.32,0,10+ years,9.09,MORTGAGE,5500,258,-15,110000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc723
66055097,0,7.26,0,6 years,10,MORTGAGE,12000,162,-10,42000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc257
66055561,0,17.57,0,6 years,36.65,MORTGAGE,10200,138,25,59000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc492
66056348,0,6.89,0,6 years,5.66,MORTGAGE,7000,450,-10,32000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ49,Prod3,loc680
66065840,0,17.86,0,3 years,12.48,RENT,3675,241,180,65000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc257
66074227,0,17.86,0,1 year,38.58,MORTGAGE,8200,125,-5,40000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ47,Prod2,loc439
66074592,0,16.99,0,10+ years,12.94,RENT,7100,157,105,54000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod3,loc92
66076337,0,9.17,0,10+ years,25.12,MORTGAGE,25000,168,-20,100000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ10,Prod3,loc287
66076559,0,13.67,0,10+ years,16.93,RENT,22000,216,-15,90000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ5,Prod9,loc757
66076588,0,11.22,1,1 year,10.8,MORTGAGE,4000,130,20,38000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod3,loc419
